app_id,dependency_name,version,risk_status,risk_type,severity,explanation
APP-001,spring-retry,1.3.4,Risky,Vulnerability,High,Version 1.3.4 is affected by CVE-2025-10188 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-001,resilience4j-spring-boot2,1.7.1,Risky,Vulnerability,High,Version 1.7.1 is affected by CVE-2025-10189 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-001,spring-boot-starter-cache,2.7.5,Risky,Vulnerability,High,Version 2.7.5 is affected by CVE-2025-10190 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-001,caffeine,3.1.2,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10166 (severity: High). Risk is inherited through the dependency chain.
APP-001,spring-hateoas,1.5.4,Risky,Vulnerability,High,Version 1.5.4 is affected by CVE-2025-10191 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-001,mapstruct,1.5.3,Risky,Vulnerability,High,Version 1.5.3 is affected by CVE-2025-10192 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-001,lombok,1.18.24,Risky,Vulnerability,High,Version 1.18.24 is affected by CVE-2025-10193 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-001,spring-cloud-starter-sleuth,3.1.5,Risky,Unmaintained,Low,Library spring-cloud-starter-sleuth has not received updates in over 2 years (last updated: 2023-06-01). May contain unpatched security issues.
APP-001,spring-cloud-function-context,3.2.2,Risky,Transitive,Critical,Transitive dependency affected by CVE-2022-22963 (severity: Critical). Risk is inherited through the dependency chain.
APP-001,spring-expression,5.3.23,Risky,Transitive,Medium,Transitive dependency affected by CVE-2023-20863 (severity: Medium). Risk is inherited through the dependency chain.
APP-002,react,18.2.0,Risky,Vulnerability,High,Version 18.2.0 is affected by CVE-2025-10194 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,react-dom,18.2.0,Risky,Vulnerability,High,Version 18.2.0 is affected by CVE-2025-10195 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,react-router-dom,6.8.2,Risky,Vulnerability,High,Version 6.8.2 is affected by CVE-2025-10196 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,axios,0.21.1,Risky,Vulnerability,High,Version 0.21.1 is affected by CVE-2021-3749 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,lodash,4.17.20,Risky,Vulnerability,High,Version 4.17.20 is affected by CVE-2021-23337 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,moment,2.29.1,Risky,Vulnerability,High,Version 2.29.1 is affected by CVE-2022-24785 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,express,4.17.1,Risky,Vulnerability,High,Version 4.17.1 is affected by CVE-2022-24999 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,jsonwebtoken,8.5.1,Risky,Vulnerability,Critical,Version 8.5.1 is affected by CVE-2022-23529 (CVSS severity: Critical). Upgrade to the latest version to remediate.
APP-002,node-fetch,2.6.5,Risky,Vulnerability,Medium,Version 2.6.5 is affected by CVE-2022-0235 (CVSS severity: Medium). Upgrade to the latest version to remediate.
APP-002,semver,5.7.1,Risky,Vulnerability,High,Version 5.7.1 is affected by CVE-2022-25883 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,follow-redirects,1.14.8,Risky,Transitive,Medium,Transitive dependency affected by CVE-2022-0536 (severity: Medium). Risk is inherited through the dependency chain.
APP-002,minimist,1.2.5,Risky,Transitive,Critical,Transitive dependency affected by CVE-2021-44906 (severity: Critical). Risk is inherited through the dependency chain.
APP-002,word-wrap,1.2.3,Risky,Transitive,High,Transitive dependency affected by CVE-2023-26115 (severity: High). Risk is inherited through the dependency chain.
APP-002,webpack,5.74.0,Risky,Vulnerability,High,Version 5.74.0 is affected by CVE-2025-10197 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,babel-traverse,7.20.12,Risky,Transitive,Critical,Transitive dependency affected by CVE-2023-45133 (severity: Critical). Risk is inherited through the dependency chain.
APP-002,typescript,4.9.4,Risky,Vulnerability,High,Version 4.9.4 is affected by CVE-2025-10198 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,eslint,8.32.0,Risky,Vulnerability,High,Version 8.32.0 is affected by CVE-2025-10199 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,prettier,2.8.3,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-002,jest,29.3.1,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-002,dotenv,16.0.3,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-002,uuid,9.0.0,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-002,date-fns,2.29.3,Risky,License,Medium,AGPL-3.0 license requires network services utilizing this code to open-source their entire codebase.
APP-002,tailwindcss,3.2.7,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-002,vite,4.0.4,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-002,chart.js,4.2.0,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-002,redux,4.2.1,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-002,react-query,3.39.3,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-002,formik,2.2.9,Risky,Unmaintained,Low,Library formik has not received updates in over 2 years (last updated: 2022-09-23). May contain unpatched security issues.
APP-002,yup,1.0.0,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-002,zod,3.20.2,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-002,socket.io-client,4.5.4,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-002,i18next,22.4.9,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-002,react-i18next,12.1.5,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-002,storybook,7.0.0,Risky,License,Medium,AGPL-3.0 license requires network services utilizing this code to open-source their entire codebase.
APP-002,pg,8.9.0,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-002,pg-pool,3.6.0,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10167 (severity: High). Risk is inherited through the dependency chain.
APP-002,serialize-javascript,3.1.0,Risky,Vulnerability,High,Version 3.1.0 is affected by CVE-2020-7660 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,handlebars,4.7.6,Risky,Transitive,Critical,Transitive dependency affected by CVE-2021-23369 (severity: Critical). Risk is inherited through the dependency chain.
APP-002,minimatch,3.0.4,Risky,Vulnerability,High,Version 3.0.4 is affected by CVE-2022-3517 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,glob-parent,5.1.1,Risky,Transitive,High,Transitive dependency affected by CVE-2020-28469 (severity: High). Risk is inherited through the dependency chain.
APP-002,json5,2.2.1,Risky,Vulnerability,High,Version 2.2.1 is affected by CVE-2022-46175 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,ws,7.4.5,Risky,Vulnerability,High,Version 7.4.5 is affected by CVE-2021-32640 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-002,ip,1.1.8,Risky,Unmaintained,Low,Library ip has not received updates in over 2 years (last updated: 2022-01-01). May contain unpatched security issues.
APP-002,nconf,0.12.0,Risky,Unmaintained,Low,Library nconf has not received updates in over 2 years (last updated: 2022-04-14). May contain unpatched security issues.
APP-002,async,2.6.3,Risky,Unmaintained,Low,Library async has not received updates in over 2 years (last updated: 2023-01-01). May contain unpatched security issues.
APP-002,rimraf,3.0.2,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-002,cross-env,7.0.3,Risky,Unmaintained,Low,Library cross-env has not received updates in over 2 years (last updated: 2022-01-01). May contain unpatched security issues.
APP-002,morgan,1.10.0,Risky,Unmaintained,Low,Library morgan has not received updates in over 2 years (last updated: 2021-06-01). May contain unpatched security issues.
APP-002,compression,1.7.4,Risky,Unmaintained,Low,Library compression has not received updates in over 2 years (last updated: 2019-03-01). May contain unpatched security issues.
APP-002,cookie-parser,1.4.6,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-003,Django,3.2.8,Risky,Vulnerability,Critical,Version 3.2.8 is affected by CVE-2022-28347 (CVSS severity: Critical). Upgrade to the latest version to remediate.
APP-003,djangorestframework,3.14.0,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-003,celery,5.2.7,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-003,redis,4.3.4,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-003,psycopg2,2.9.5,Risky,License,Medium,LGPL-3.0 copyleft may conflict with proprietary commercial distribution.
APP-003,requests,2.25.0,Risky,Vulnerability,Medium,Version 2.25.0 is affected by CVE-2023-32681 (CVSS severity: Medium). Upgrade to the latest version to remediate.
APP-003,Pillow,8.2.0,Risky,Vulnerability,Critical,Version 8.2.0 is affected by CVE-2021-25293 (CVSS severity: Critical). Upgrade to the latest version to remediate.
APP-003,PyYAML,5.3.1,Risky,Vulnerability,Critical,Version 5.3.1 is affected by CVE-2020-14343 (CVSS severity: Critical). Upgrade to the latest version to remediate.
APP-003,cryptography,3.3.1,Risky,Vulnerability,Medium,Version 3.3.1 is affected by CVE-2023-23931 (CVSS severity: Medium). Upgrade to the latest version to remediate.
APP-003,sqlparse,0.4.3,Risky,Vulnerability,High,Version 0.4.3 is affected by CVE-2023-30608 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-003,aiohttp,3.7.4,Risky,Vulnerability,Medium,Version 3.7.4 is affected by CVE-2021-21330 (CVSS severity: Medium). Upgrade to the latest version to remediate.
APP-003,pydantic,1.10.5,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-003,boto3,1.26.90,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-003,botocore,1.29.90,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10168 (severity: High). Risk is inherited through the dependency chain.
APP-003,urllib3,1.26.12,Risky,Vulnerability,High,Version 1.26.12 is affected by CVE-2023-43804 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-003,setuptools,65.4.0,Risky,Vulnerability,Medium,Version 65.4.0 is affected by CVE-2022-40897 (CVSS severity: Medium). Upgrade to the latest version to remediate.
APP-003,numpy,1.24.2,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-003,pandas,1.5.3,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-003,gunicorn,20.1.0,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-003,whitenoise,6.3.0,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-003,django-cors-headers,3.14.0,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-003,django-filter,22.1,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-003,django-environ,0.9.0,Risky,License,Medium,AGPL-3.0 license requires network services utilizing this code to open-source their entire codebase.
APP-003,dj-database-url,1.2.0,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-003,pytz,2022.7.1,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10169 (severity: High). Risk is inherited through the dependency chain.
APP-003,six,1.16.0,Risky,Unmaintained,Low,Library six has not received updates in over 2 years (last updated: 2021-04-14). May contain unpatched security issues.
APP-003,certifi,2022.12.7,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10170 (severity: High). Risk is inherited through the dependency chain.
APP-003,charset-normalizer,3.0.1,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10171 (severity: High). Risk is inherited through the dependency chain.
APP-003,idna,3.4.0,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10172 (severity: High). Risk is inherited through the dependency chain.
APP-003,click,8.1.3,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10173 (severity: High). Risk is inherited through the dependency chain.
APP-003,kombu,5.2.4,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10174 (severity: High). Risk is inherited through the dependency chain.
APP-003,vine,5.0.0,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10175 (severity: High). Risk is inherited through the dependency chain.
APP-003,billiard,3.6.4.0,Risky,Transitive,High,Transitive dependency affected by CVE-2025-10176 (severity: High). Risk is inherited through the dependency chain.
APP-003,amqp,5.1.1,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-003,django-celery-beat,2.4.0,Risky,License,Medium,AGPL-3.0 license requires network services utilizing this code to open-source their entire codebase.
APP-003,django-celery-results,2.4.0,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-003,factory-boy,3.2.1,Risky,License,Medium,AGPL-3.0 license requires network services utilizing this code to open-source their entire codebase.
APP-003,Faker,15.3.4,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-003,coverage,7.1.0,Risky,License,Medium,GPL-3.0 copyleft license is incompatible with proprietary commercial applications.
APP-003,pytest-django,4.5.2,Risky,License,Medium,"License information is missing or UNKNOWN, posing compliance and legal risks."
APP-003,model-bakery,1.10.1,Risky,License,Medium,AGPL-3.0 license requires network services utilizing this code to open-source their entire codebase.
APP-003,Markdown,3.4.1,Risky,License,Medium,AGPL-3.0 license requires network services utilizing this code to open-source their entire codebase.
APP-003,ipython,7.31.1,Risky,Unmaintained,Low,Library ipython has not received updates in over 2 years (last updated: 2024-02-23). May contain unpatched security issues.
APP-003,PyJWT,1.7.1,Risky,Vulnerability,High,Version 1.7.1 is affected by CVE-2022-29217 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-003,python-dateutil,2.8.2,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-003,packaging,21.3.0,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-003,py,1.11.0,Risky,Vulnerability,High,Version 1.11.0 is affected by CVE-2022-42969 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-003,asgiref,3.6.0,Risky,Unmaintained,Low,Library asgiref has not received updates in over 2 years (last updated: 2024-03-01). May contain unpatched security issues.
APP-003,sqlalchemy,1.4.18,Risky,Transitive,High,Transitive dependency affected by CVE-2019-7164 (severity: High). Risk is inherited through the dependency chain.
APP-003,pyOpenSSL,22.0.0,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,Microsoft.AspNetCore.Mvc,6.0.10,Risky,License,Medium,AGPL-3.0 license requires network services utilizing this code to open-source their entire codebase.
APP-004,Microsoft.AspNetCore.Http,6.0.10,Risky,Vulnerability,High,Version 6.0.10 is affected by CVE-2023-49080 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-004,Microsoft.AspNetCore.Authentication.JwtBearer,6.0.10,Risky,Vulnerability,High,Version 6.0.10 is affected by CVE-2023-24936 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-004,Newtonsoft.Json,12.0.3,Risky,Vulnerability,High,Version 12.0.3 is affected by CVE-2024-21907 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-004,Microsoft.AspNetCore.Authentication.OpenIdConnect,7.0.8,Risky,Vulnerability,Critical,Version 7.0.8 is affected by CVE-2023-33170 (CVSS severity: Critical). Upgrade to the latest version to remediate.
APP-004,System.Security.Cryptography.Xml,6.0.0,Risky,Vulnerability,Medium,Version 6.0.0 is affected by CVE-2022-34716 (CVSS severity: Medium). Upgrade to the latest version to remediate.
APP-004,Microsoft.EntityFrameworkCore.SqlServer,6.0.10,Risky,Unmaintained,Low,Library Microsoft.EntityFrameworkCore.SqlServer has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Microsoft.EntityFrameworkCore,6.0.10,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,AutoMapper,12.0.1,Risky,Unmaintained,Low,Library AutoMapper has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,AutoMapper.Extensions.Microsoft.DependencyInjection,12.0.1,Risky,Unmaintained,Low,Library AutoMapper.Extensions.Microsoft.DependencyInjection has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Serilog,2.12.0,Risky,Unmaintained,Low,Library Serilog has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Serilog.AspNetCore,6.1.0,Risky,Unmaintained,Low,Library Serilog.AspNetCore has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Serilog.Sinks.ApplicationInsights,4.0.0,Risky,Unmaintained,Low,Library Serilog.Sinks.ApplicationInsights has not received updates in over 2 years (last updated: 2023-07-01). May contain unpatched security issues.
APP-004,Microsoft.ApplicationInsights.AspNetCore,2.21.0,Risky,Unmaintained,Low,Library Microsoft.ApplicationInsights.AspNetCore has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Azure.Identity,1.8.2,Risky,Unmaintained,Low,Library Azure.Identity has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Azure.Security.KeyVault.Secrets,4.4.0,Risky,Unmaintained,Low,Library Azure.Security.KeyVault.Secrets has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Azure.Storage.Blobs,12.14.1,Risky,Unmaintained,Low,Library Azure.Storage.Blobs has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,FluentValidation,11.4.0,Risky,Unmaintained,Low,Library FluentValidation has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Dapper,2.0.123,Risky,Unmaintained,Low,Library Dapper has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Microsoft.Data.SqlClient,5.0.2,Risky,Vulnerability,Medium,Version 5.0.2 is affected by CVE-2022-41064 (CVSS severity: Medium). Upgrade to the latest version to remediate.
APP-004,StackExchange.Redis,2.6.96,Risky,Unmaintained,Low,Library StackExchange.Redis has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,MediatR,12.0.1,Risky,Unmaintained,Low,Library MediatR has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Swashbuckle.AspNetCore,6.5.0,Risky,Unmaintained,Low,Library Swashbuckle.AspNetCore has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Microsoft.AspNetCore.Http.Connections,3.1.24,Risky,Vulnerability,High,Version 3.1.24 is affected by CVE-2022-29117 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-004,Polly,7.2.3,Risky,Unmaintained,Low,Library Polly has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,NodaTime,3.1.9,Risky,Unmaintained,Low,Library NodaTime has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,Humanizer,2.14.1,Risky,Unmaintained,Low,Library Humanizer has not received updates in over 2 years (last updated: 2022-01-01). May contain unpatched security issues.
APP-004,CsvHelper,30.0.1,Risky,License,Medium,MS-PL is a weak copyleft license that may impose distribution obligations.
APP-004,Bogus,34.0.2,Risky,Unmaintained,Low,Library Bogus has not received updates in over 2 years (last updated: 2023-04-12). May contain unpatched security issues.
APP-004,xunit,2.4.2,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,Moq,4.18.4,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,FluentAssertions,6.10.0,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,Microsoft.Extensions.Caching.StackExchangeRedis,6.0.10,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,Microsoft.Identity.Web,1.25.10,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,System.Text.RegularExpressions,4.3.1,Risky,Vulnerability,High,Version 4.3.1 is affected by CVE-2024-43483 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-004,ClosedXML,0.102.1,Risky,Unmaintained,Low,Library ClosedXML has not received updates in over 2 years (last updated: 2023-09-01). May contain unpatched security issues.
APP-004,iTextSharp,5.5.13,Risky,License,Medium,AGPL-3.0 is incompatible with proprietary commercial software – requires open-sourcing the application.
APP-004,System.Text.Json,7.0.3,Risky,Vulnerability,High,Version 7.0.3 is affected by CVE-2024-30105 (CVSS severity: High). Upgrade to the latest version to remediate.
APP-004,Microsoft.IdentityModel.JsonWebTokens,7.0.3,Risky,Vulnerability,Medium,Version 7.0.3 is affected by CVE-2024-21319 (CVSS severity: Medium). Upgrade to the latest version to remediate.
APP-004,Hangfire,1.8.6,Risky,License,Medium,LGPL-3.0 requires making modifications available under the same license.
APP-004,DocumentFormat.OpenXml,2.20.0,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,Quartz.NET,3.6.3,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,System.Formats.Asn1,7.0.0,Risky,Transitive,High,Transitive dependency affected by CVE-2024-38095 (severity: High). Risk is inherited through the dependency chain.
APP-004,Microsoft.Extensions.Logging,6.0.0,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,Microsoft.Extensions.DependencyInjection,6.0.0,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
APP-004,Microsoft.Extensions.Configuration,6.0.0,Safe,None,None,"No known vulnerabilities, license issues, or maintenance concerns detected."
